revid,prediction,B,C,FA,GA,Start,Stub
246144807,Stub,0.010440983714905514,0.0017428838627889145,1.023471615720524e-05,0.0,0.02554523031012127,0.9622606673960272
257747257,GA,0.23400095823675304,0.23495911734995292,0.015194937113661452,0.46471552547638745,0.049916240682619344,0.0012132211406258593
312563014,GA,0.23197039387467316,0.21828757269096885,0.020665615747126963,0.469440581533454,0.05901841191135256,0.0006174242424242425
31377569,Stub,0.005071024302129948,0.003102212494391094,0.0,0.0,0.07162790167083675,0.9201988615326421
327869348,GA,0.16274813262617288,0.13859686429468795,0.20146329922209633,0.47265146732943997,0.024540236527603388,0.0
328624161,Start,0.0004257873847397801,0.0033122718512129342,0.0,0.0,0.6357525839243152,0.3605093568397318
332190454,Stub,0.0012305545565231162,0.0023667450014431463,2.8549734472223557e-05,0.0,0.0023033671713705455,0.9940707835361907
375642332,Start,0.0004257873847397801,0.003833105184546268,0.0,0.0,0.630826192698219,0.36491491473249454
385780715,Stub,0.0012158894067020164,0.011446949143614904,0.0,0.0,0.24335721445968922,0.7439799469899937
390867329,Start,0.023539082364622134,0.09127241033900371,0.0,0.0002232142857142857,0.4780796436270925,0.4068856493835673
398126299,GA,0.16525929334045858,0.13820623929468795,0.20126798672209634,0.4707262441151543,0.024540236527603388,0.0
400502704,GA,0.20175751272761727,0.23351015035220332,0.02647658673563278,0.4679896334153371,0.06977369252678572,0.0004924242424242425
434387366,Stub,0.0001577793603643142,0.00035165752221987906,1.023471615720524e-05,0.0,0.0037945226337098336,0.9956858057675486
453857265,GA,0.21965155319543114,0.19175808870725766,0.03575433808301728,0.5083493265788209,0.04371017828395795,0.0007765151515151515
459894917,Stub,0.0012158894067020164,0.011553483234523996,0.0,0.0,0.2456211354096285,0.7416094919491452
464116299,GA,0.16009310804656432,0.1372277039411526,0.20470017813319644,0.4734387733514838,0.024540236527603388,0.0
465206015,Stub,0.010409460464920993,0.0036100456933524745,0.0001723901098901099,0.0,0.11114135669100053,0.8746667470408361
466921464,Start,0.023373325351761204,0.12319494432080833,0.0001358695652173913,0.0005436537506209638,0.5285979732338628,0.32415423377772906
477738759,Start,0.00135960472480712,0.005337802652648341,0.0,0.0,0.6777502149057699,0.31555237771677463
501178866,GA,0.07945085063615484,0.02893459744310401,0.31737236607477437,0.5712991466614191,0.0029430391845473363,0.0
521961772,Start,0.059378189506191545,0.228341402281109,0.0003289473684210526,0.003631041451668386,0.636944480680037,0.07137593871257279
526738810,Stub,0.011693336849610643,0.0026141100911257547,0.0004700091575091575,0.0,0.11641596621423903,0.8688065776875158
543187360,Start,0.00012181601389826501,0.003741982529974147,4.96031746031746e-05,0.0,0.5967924021905119,0.39929419609101224
547364571,Stub,0.0010098844863948055,0.007328720511200021,0.0,0.0,0.16748031267899616,0.8241810823234083
564200927,Start,0.04857138998709357,0.2650712187487684,0.0,0.0038773352389354712,0.5301057856611486,0.15237427036405435
568981864,GA,0.08198559759875106,0.030361790042171606,0.3153467167692295,0.5693628564053002,0.0029430391845473363,0.0
573278986,Stub,0.010477994023202805,0.003997559421004491,0.0006843998015873016,0.0,0.134884662195079,0.8499553845591267
57792354,Stub,0.0012950432239995234,0.0021201026865553065,7.687447674026479e-05,0.0,0.0024090771811702935,0.9940989024315346
600553947,Stub,0.011213288140849867,0.003997559421004491,0.0006843998015873016,0.0,0.13630979955771635,0.8477949530788422
619040023,Start,0.06362673272866147,0.27125706711556613,0.0,0.006081558284075446,0.5297840219867554,0.1292506198849424
622169195,GA,0.08234159033462754,0.03462251068386652,0.33227611599468043,0.5477423390403733,0.0030174439464520984,0.0
631457177,Stub,0.0030956321108932495,0.013421317488355362,0.0,0.0,0.19725352355193854,0.7862295268488129
637083137,Stub,0.0001577793603643142,0.0005920421376044945,1.023471615720524e-05,0.0,0.005524338347022738,0.9937156054388512
645897072,Stub,0.007119829470351916,0.0028275735660961625,0.0006882440476190476,0.0,0.08925949351292481,0.9001048594030076
668232087,GA,0.08234159033462754,0.03462251068386652,0.33227611599468043,0.5477423390403733,0.0030174439464520984,0.0
694258569,Start,0.06269758408839102,0.28565481954239536,0.0,0.00577717516719233,0.5060977686462437,0.1397726525557782
695413555,Start,0.10458773168800466,0.3245883245216501,0.00441872686996526,0.03356442332868036,0.38280191515047657,0.15003887844122346
711637245,Stub,0.00016523759425452898,0.00035165752221987906,1.023471615720524e-05,0.0,0.0028641870342013777,0.9966086831331669
91126201,Stub,0.0005901196363286201,0.00031914963544531715,0.0003371259306128527,0.0,0.0022299498221376272,0.9965236549754757
97370046,Start,0.08287072087442993,0.2060335306474755,0.003603995051968155,0.032307861982102073,0.5126580091981047,0.1625258822459202
9871047,Stub,0.003912432622549798,0.0009254245747744364,0.0,0.0,0.09832196270230353,0.8968401801003727
172173274,Stub,0.007777312311814835,0.003432219928874518,0.0014095438076416338,0.0,0.07176876091960002,0.9156121630320687
177251525,Stub,6.33091074199755e-05,0.004312334084108482,1.023471615720524e-05,0.0,0.012573118462441819,0.9830410036298728
178004585,Stub,0.012061205064191245,0.008153887675829783,0.002933291972728384,0.0,0.12846361432262202,0.8483880009646289
234220707,Stub,0.001983381568079627,0.003427304789985179,6.868131868131868e-06,0.0,0.02705243205561697,0.9675300134544503
244482812,Stub,0.004767292877304773,0.015573456678530087,0.0,0.0009164663461538462,0.07573287924262956,0.9030099048553819
258560284,Stub,0.048087125043836845,0.09619740107478644,0.002283126069407029,0.0009852246945383216,0.31347101147472933,0.5389761116427016
323041338,Stub,0.004246130244237042,0.024995485043548586,1.023471615720524e-05,0.0001953125,0.10245596494632234,0.8680968725497349
323525164,Stub,0.0200318856466379,0.08197458611959366,0.0007643398268398268,0.0006440304487179487,0.3306667595511536,0.5659183984070567
328929685,Stub,8.591065292096221e-06,0.002560559885610903,0.0,0.0,0.14240526360493475,0.8550255854441626
333732323,Stub,0.028867444308992136,0.007772355645653413,0.002036364903212729,0.0,0.26550851814117177,0.6958153170009701
356501518,Stub,8.591065292096221e-06,0.002276468976519994,0.0,0.0,0.1472107235987548,0.8505042163594334
366011488,Stub,0.004246130244237042,0.024995485043548586,1.023471615720524e-05,0.0001953125,0.10245596494632234,0.8680968725497349
378330969,Stub,0.026632968880988872,0.019006395798296005,0.001985137025698087,0.0,0.31189352780095825,0.6404819704940592
381998529,Stub,0.01979150103125328,0.08341689381190134,0.0007643398268398268,0.0006440304487179487,0.33138791339730744,0.5639953214839798
459633911,Stub,0.03253049814560693,0.03858718027914773,0.001017156862745098,0.0005514705882352941,0.3610476288185048,0.56626606530576
460766491,Stub,0.0187564925455869,0.09591330138516149,0.0003179112554112554,0.0007355634561516915,0.3538393889258901,0.5304373424317985
464235563,C,0.35684592600346554,0.49694616141994585,0.003691567062431033,0.015317780156934566,0.124704397709103,0.002494167648119854
474178841,Stub,0.018691388378920232,0.09676399582960593,0.0003179112554112554,0.0009308759561516914,0.35497684628456455,0.5283189822953462
490462316,Stub,0.08722712511598159,0.03700915076123319,0.023131793148361293,0.0,0.18302181792041344,0.6696101130540103
518911659,Stub,0.003855294776710218,0.029290533939957775,0.0,0.0,0.10745695309232128,0.8593972181910109
520968851,C,0.34231462409566393,0.5187510936952727,0.003341864681478652,0.013919467991159165,0.11889469097921439,0.0027782585572107632
523558405,Stub,0.03248564159379865,0.03780693607845938,0.000319693094629156,0.0006716628959276018,0.3819778632376765,0.5467382030995088
526589059,GA,0.15385140617282814,0.13884883522231248,0.07122972771045881,0.6169863831450315,0.019083647749368653,0.0
548607800,Stub,0.0031873325738841383,0.025862570807547447,1.023471615720524e-05,0.0,0.10570024706247516,0.8652396148399358
554419438,Stub,0.0,0.0030101996466230865,0.0,0.0,0.13757660048567963,0.8594131998676977
569508287,Stub,0.00016892044096362263,0.000984440931978779,1.023471615720524e-05,0.0,0.0032633744798745814,0.9955730294310259
571273106,Stub,0.025286458807958163,0.14030019885981648,0.0,0.0020211337375859433,0.35114966921003543,0.48124253938460393
582286020,GA,0.17429500985796606,0.2754601453832925,0.022878947673525683,0.4963406691300671,0.02950012111754206,0.0015251068376068377
586328755,Start,0.07165381144452922,0.10310728535991212,0.0001953125,0.0,0.6884005913936598,0.13664299930189822
586662435,C,0.2307385125169322,0.5966531961221782,0.0033377649712849496,0.011511327594797987,0.15534951155343324,0.002409687241373822
610643539,Stub,0.00016892044096362263,0.000984440931978779,1.023471615720524e-05,0.0,0.0032633744798745814,0.9955730294310259
624466520,Start,0.0790723536665233,0.0973700021311365,0.0,0.00026041666666666666,0.6934791335002919,0.12981809403538105
627322669,Stub,0.02211078295893189,0.11903301772368022,0.0,0.003133190594128094,0.3803648231664743,0.47535818555678544
630485090,Start,0.12212423370152903,0.2450395397978371,0.0,0.1632057382677074,0.37462427248133817,0.09500621575158859
633716516,Stub,0.029523474621607128,0.09041329672314537,0.00027791501976284587,0.0009016504329004329,0.32109112158483866,0.5577925416177458
636314623,GA,0.17254500985796603,0.2752101453832925,0.022878947673525683,0.49834066913006714,0.02950012111754206,0.0015251068376068377
639565458,C,0.2271175092725898,0.5983044334543405,0.0029471399712849506,0.011652726483899083,0.15811997416474755,0.001858216653138528
651786624,Stub,0.0319220599182889,0.07841738468490557,0.0001358695652173913,0.0011857413419913419,0.2842346742447809,0.6041042702448163
654730605,Stub,0.0031873325738841383,0.025862570807547447,1.023471615720524e-05,0.0,0.10570024706247516,0.8652396148399358
680846825,C,0.24177227822462388,0.5852517765031587,0.0029471399712849506,0.013212402188311632,0.15495818645948256,0.001858216653138528
689303279,Start,0.0342276769515641,0.13903071246543836,0.0010216346153846154,0.007443040772544447,0.41501061853814647,0.4032663166569222
691942831,GA,0.1792293550275673,0.2963148596567867,0.02448113048948216,0.4570332854846262,0.04123243897451917,0.0017089303670186026
695224626,Stub,0.03717245671180892,0.007736985018618718,0.024335892882052138,0.0,0.17255148774728032,0.7582031776402397
707690267,Start,0.0977478239888328,0.096459965084534,0.0001644736842105263,0.0,0.6605286708865814,0.14509906635584086
92614261,Stub,0.0005396951407998784,0.0010029121125116633,0.00013444742101507138,0.0,0.0032765345177284528,0.995046410807945
179495218,B,0.5220954400554175,0.28872911806231577,0.010145202836379309,0.0013041801948051948,0.16485231812123605,0.012873740729846237
180644760,C,0.3430223133256024,0.37510938439291347,0.0006189613526570048,0.01319617082457913,0.25995903334399245,0.00809413676025576
244952452,Stub,0.0009809739575002158,0.014985484970521403,0.0,0.0,0.08641289764223294,0.8976206434297456
246460995,Stub,0.022681854818613605,0.02576906436452154,0.0014592786980846682,0.0,0.41192619167809125,0.5381636104406888
257930392,C,0.4276033667576732,0.4833221068721076,0.005446560456666544,0.006368108715171325,0.07470277886005315,0.0025570783383283384
259174443,B,0.5118518814500228,0.3725349066698266,0.005411057575810992,0.003249885980196462,0.10561467362717347,0.001337594696969697
321694008,Stub,0.016617491183658538,0.03651776322102023,0.0014592786980846682,0.0,0.4016539310495557,0.543751535847681
32731112,B,0.735155742657075,0.07876572940700219,0.04344516021165259,0.0029996074040975693,0.1303098928397267,0.009323867480446116
329357905,B,0.5330891549701426,0.38883341654229814,0.007126862161591979,0.0019239513161463876,0.0682177914804091,0.0008088235294117648
330637759,C,0.38411490110613905,0.48838995247765926,0.00408114097911892,0.03825322286189013,0.08471435400376454,0.0004464285714285714
33163686,B,0.6702836309580724,0.10899336031615278,0.009661154326525697,0.0017173623597036066,0.20383164758296202,0.00551284445658373
365408348,Stub,0.0011372239575002158,0.014510607519541011,0.0,0.0,0.09370864187832374,0.8906435266446351
378148872,Stub,0.017683586670512952,0.03812579622151646,0.0014592786980846682,0.0004464285714285714,0.4154897350824068,0.5267951747560506
404769895,C,0.4362268960709678,0.48848917948749043,0.006381560502252007,0.004338867218798274,0.06267014852279548,0.0018933481976960236
404819952,C,0.22983776464282032,0.6163238617427587,0.015182428455933261,0.059654335179447904,0.07900160997903984,0.0
430752615,Stub,0.01778881898082838,0.03540296837800448,0.0014592786980846682,0.0,0.4136764277549402,0.5316725061881423
453006568,Stub,0.001696839822970814,0.026503707485178458,0.0,0.0,0.1528459233853832,0.818953529306467
467218168,C,0.3939152182021029,0.5436876883763014,0.00974905859261194,0.0044375966144026705,0.046196475981797144,0.0020139622327837435
468654695,C,0.3792803624861777,0.4809352688706041,0.02554014546708256,0.06114253872575638,0.05310168445037956,0.0
501047850,Stub,0.04146578664394239,0.03432899845266352,0.002540172044695071,0.0,0.19234436672643127,0.7293206761322673
520178734,Stub,0.0185025914565252,0.03631442671133782,0.0014592786980846682,0.0,0.42219285258183303,0.521530850552219
528816952,C,0.3406059012262068,0.583537609758795,0.007398804406009067,0.012413410270458027,0.05519751296044826,0.0008467613780828883
529577105,C,0.1832677404259363,0.6526617262470215,0.006698363911683861,0.05272151076416538,0.10366789575436752,0.0009827628968253968
530440235,Stub,0.005260716575068192,0.0037132253329355894,0.001586382112075155,0.0,0.11723709885445613,0.8722025771254648
530653753,Stub,0.001696839822970814,0.026503707485178458,0.0,0.0,0.1528459233853832,0.818953529306467
540426073,Stub,0.013253888351405277,0.0316593710455169,0.0007211538461538462,0.0,0.36466810802442157,0.5896974787325024
545352139,Stub,0.001696839822970814,0.025454000877107873,0.0,0.0,0.1528539867918841,0.8199951725080368
574563439,Stub,0.03301993031903237,0.01976157082355551,0.000390625,0.00041666666666666664,0.21583622257139687,0.7305749846193481
579874636,Stub,0.006270416882782406,0.002194886527219016,0.00011666852887472974,0.0,0.10030355664154456,0.8911144714195796
585657460,C,0.320556219815017,0.5260926737047382,0.052662251600341194,0.02504592978367277,0.07473130501341523,0.000911620082815735
586206792,Stub,0.004050607276710218,0.028952887427521425,0.0,0.0,0.11011711788003649,0.8568793874157322
587237400,C,0.18822588051717387,0.4497117853761809,0.006846118286761583,0.22832205332655073,0.1251296548561473,0.0017645076371856558
609555964,Stub,0.02458076586947291,0.048322131559415664,0.0034660331686502343,1.1927480916030534e-05,0.3070684175696709,0.6165507243518736
623477717,Stub,0.006274074161702869,0.006115950677278598,0.0,0.0,0.032532074293292954,0.955077900867726
626846297,Stub,0.009046677965627933,0.0017633389081713972,0.00011666852887472974,0.0,0.09726497894365495,0.8918083356536712
635876162,Stub,0.004050607276710218,0.02893285537623937,0.0,0.0,0.11141616605408466,0.8556003712929661
636687089,C,0.1635974681248919,0.4300656488046924,0.006330084219257981,0.24081020706608092,0.15257138038859713,0.0066252113964801
639327772,C,0.3169404894883183,0.4900994021222149,0.04205583027682967,0.048185259953846295,0.10000101422984928,0.002718003928941429
649425992,Stub,0.007131382019169454,0.0027206801780126667,0.00011666852887472974,0.0,0.10959983973145311,0.8804314295424902
666487295,Stub,0.025913950750834452,0.057109146826415415,0.00078125,0.0001488095238095238,0.4192167293258112,0.49683011357312956
668354219,Stub,0.005042793686088444,0.007323905460068908,0.0,0.0,0.03532271728674573,0.9523105835670975
686666941,C,0.28035169682559896,0.63639894274946,0.017361142589733668,0.03063588342890844,0.03525233440629922,0.0
696206401,C,0.23233900063358814,0.3705012367532434,0.0038899985678236457,0.08681983598369299,0.3014634738738788,0.004986454187773203
696406435,Stub,0.002011093818349653,0.025171333477296293,0.0,0.0,0.1595662521581412,0.8132513205462123
96638658,B,0.5909557103367367,0.1606409389164436,0.018229996571079463,0.003765971692780904,0.22022302032212196,0.0061843621608379026
96936180,B,0.3913879927521602,0.27722286306121924,0.0022104636956610637,0.007980875801515356,0.3145536180654599,0.006644186623984964
9748170,B,0.5292997537880499,0.09570630808152662,0.005841688826681169,0.00034970238095238094,0.35524374402010145,0.013558802902688285
12372647,Start,0.15512108702490338,0.05372558152578836,0.0002188375350140056,0.0008518138376632118,0.5638674626492046,0.22621521742742634
151789923,Start,0.11557909742562508,0.10166601292710749,0.00020147642390289452,0.0002232142857142857,0.612650653813978,0.16967954512367175
175599114,B,0.6551975035641773,0.1441631365903217,0.005169433643821787,0.0006618670418863249,0.18962955141262514,0.005178507747167193
176737825,Stub,0.0070378861356157636,0.04747766094604289,0.003459967320261438,0.0025146845452229762,0.21990347519112033,0.7196063258617358
21173156,Start,0.16100373765623946,0.05575391229589542,0.0002188375350140056,0.0010750281233774975,0.5576237492680634,0.2243247351214103
245172585,Start,0.04554463155706231,0.2441234527555928,0.011848923422065838,0.022314344526517475,0.3693668809674412,0.30680176677132065
247054078,Stub,0.04165887436313007,0.012707804243030304,0.0004836309523809524,0.0,0.31817075133683437,0.6269789391046243
250544240,B,0.4544963111582872,0.25498165534257006,0.011183403323820265,0.0014327136092682183,0.27304757183340633,0.004858344732648128
255473126,C,0.40032719952497064,0.45123134172779367,0.031026792725449365,0.04780638281232446,0.06793747782590503,0.0016708053835569315
313156552,Stub,0.04093310847166469,0.013575228485454543,0.0009523809523809523,0.0,0.3208269740366131,0.6237123080538864
320768543,Start,0.06649221236015539,0.2433043266997442,0.010848588863463004,0.02122049645643837,0.4060403274568472,0.25209404816335235
32546246,B,0.643359618815018,0.0981749305237799,0.005161577359622373,0.00041275698119538196,0.2504023319875496,0.002488784332834659
330330851,B,0.4292074606378275,0.4241960508683261,0.03693739425694851,0.051611097969622356,0.05788352258306485,0.0001644736842105263
334472846,B,0.4865039256041552,0.23374298075882374,0.01512473244640503,0.001422265371689714,0.25969524267505484,0.0035108531438712356
393232939,Stub,0.040554320592876815,0.013196440606666665,0.0009523809523809523,0.0,0.31934832361095183,0.6259485342371236
398143397,Start,0.13874792929953894,0.32940330264680073,0.0007459886128364389,0.005655628900524328,0.4995554207712871,0.025891729769012557
398362870,GA,0.20777848029480755,0.18795385690594307,0.03846445713439503,0.49367110073548126,0.06316376939261178,0.008968335536761424
402844404,B,0.5487876399670032,0.19903829523742636,0.014754010155065481,0.0011807750911369333,0.23348767102879786,0.0027516085205703173
404160891,B,0.4289355450534119,0.4260811969722222,0.035821322828377085,0.05111393887871326,0.05788352258306485,0.0001644736842105263
451251770,Start,0.05592613183914654,0.03507880556963183,0.00014204545454545454,0.0003367579908675799,0.46851335583295617,0.4400029033128523
460931178,C,0.39988912949812144,0.4524114565132521,0.035948797169159274,0.05142028183822698,0.060017051773219664,0.0003132832080200501
462328389,C,0.3073174604618193,0.47835757726863043,0.0007096854967948718,0.00222717920119993,0.20957730745021888,0.0018107901213369963
467608239,GA,0.1979017529218063,0.19145213101942798,0.0406056895743407,0.4866216896598966,0.07345623919985499,0.009962497624673515
491440813,GA,0.1979017529218063,0.19145213101942798,0.0406056895743407,0.4866216896598966,0.07345623919985499,0.009962497624673515
515446970,C,0.24543401392977046,0.5369134118888811,0.0006896534455128206,0.003243233459441689,0.21111826568507824,0.002601421591316292
523412439,C,0.403097579034696,0.4508515233908191,0.035563245221107334,0.05273786616362379,0.05743650298173338,0.0003132832080200501
523668929,Start,0.11512513293813993,0.3517861916155665,0.0012876552795031055,0.005217841584641036,0.49980410141898773,0.026779077163161708
543382856,Start,0.060407983140847166,0.03453167136576054,0.00014204545454545454,0.0003367579908675799,0.4525260590688408,0.4520554829791382
573274257,GA,0.19928825704268543,0.1931729102402072,0.041349737193388324,0.4827987677900998,0.07314373919985498,0.010246588533764424
578365471,C,0.2452951866716052,0.5472083651863857,0.0017171155667249417,0.004738959955168184,0.19955502245737194,0.0014853501627448639
582142012,Stub,0.002246866813167942,0.0069628346748061495,0.0,0.0,0.043859882906805384,0.9469304156052211
587738971,C,0.3988529864266892,0.4492346865597795,0.03604532481914087,0.053701535720438676,0.06185218326593147,0.0003132832080200501
599968704,Start,0.1164765583767364,0.35166087833235843,0.0008709886128364389,0.005775877298926751,0.49843662021598023,0.026779077163161708
610582781,Stub,0.001673091630017759,0.005441524048326584,0.0,0.0,0.041378201970752114,0.9515071823509041
618556244,Stub,0.026744679223263495,0.0162161566674986,0.0,0.0,0.34639436871914736,0.6106447953900909
631739723,C,0.35534563030944394,0.509841250039734,0.025226015845184597,0.05829115977714792,0.05081897034427907,0.00047697368421052635
631999665,C,0.2725461423533798,0.5274798125451136,0.0015921155667249418,0.003564139065273765,0.19219678867769113,0.0026210017918175455
659488395,Start,0.11881424006307358,0.3476846892359019,0.0008709886128364389,0.006147609325070543,0.4995653344282719,0.02691713833484562
667237417,Stub,0.0009773015278075248,0.004842355081302098,0.0,0.0,0.03848454368064751,0.9556957997102431
671304323,C,0.35534563030944394,0.509841250039734,0.025226015845184597,0.05829115977714792,0.05081897034427907,0.00047697368421052635
689096447,GA,0.19756693149323487,0.191295881019428,0.041349737193388324,0.48668121346942045,0.07314373919985498,0.009962497624673515
694047679,C,0.239055281805825,0.5659734741670034,0.002670849332958708,0.005093330870200865,0.1843953679055743,0.0028116959184384454
697318337,Start,0.06545055679724844,0.06719017329477481,0.0,0.0007328088578088578,0.7193593825976795,0.14726707845248793
697497194,C,0.30222760724046766,0.31962837318784787,0.0015219341585188267,0.15851181488376626,0.2128196045696658,0.005290665959734179
79230645,B,0.6365224157072984,0.13684348626742845,0.0038436760680642125,0.0003456468037910869,0.2174818551638502,0.004962919989567135
85855999,Start,0.14464193550617202,0.054018866106776905,4.522642390289449e-05,0.0001644736842105263,0.6224108514758855,0.17871864680305247
174919408,Stub,0.0006827653343928466,0.0012579473663731058,1.023471615720524e-05,0.0,0.0260875086490787,0.9719615439339979
177413546,Start,0.19030308886761635,0.022590343864666063,8.478338592821096e-05,0.0005514705882352941,0.5660142299282326,0.22045608336532146
225184310,Start,0.09912548952073516,0.18721850475753293,4.340277777777777e-05,0.0030456408950012984,0.6223116196337262,0.08825534241522698
258106152,Stub,0.0006827653343928466,0.000569170814085524,1.023471615720524e-05,0.0,0.021167064509884564,0.9775707646254798
259863687,Start,0.2732525924582083,0.29766746174486597,0.0010416666666666669,0.008434605965889725,0.40105057857916127,0.01855309458520814
314541600,Start,0.0975195867429574,0.18361146683018245,4.340277777777777e-05,0.0030456408950012984,0.6309143172832987,0.08486558547078255
315627135,Start,0.275154241053285,0.29143171926289024,0.0010416666666666669,0.008242720000977446,0.40619053567948066,0.01793911733670004
333732946,Stub,0.0003355431121706245,0.006724315374440031,1.023471615720524e-05,0.0,0.016704488576027913,0.976225418221204
333959593,C,0.23737535502702714,0.39787312253214374,0.0,0.009934283591692478,0.3384055193575148,0.01641171949162173
382641358,Start,0.09227802686336221,0.17989112310742233,4.340277777777777e-05,0.0021418760306386084,0.6355550865672177,0.09009048465358152
