title,timestamp,anon,comment,minor,revid,rollbacktoken,text,user
Všešportový areál,2015-12-31,0.0,Disambiguated: [[Peter Dubovský]] → [[Peter Dubovský (footballer)]] (2),0.0,695413555,,,Natg 19
Zashiversk,2006-12-31,0.0,Date the unreferenced tag (approx)  using [[WP:AWB|AWB]],1.0,91126201,,,SmackBot
Zashiversk,2007-12-31,0.0,Standard headings &/or gen fixes.,0.0,162237172,,,SmackBot
Zashiversk,2008-12-31,0.0,{{SakhaRepublic-geo-stub}},0.0,246144807,,,Russavia
Zashiversk,2009-12-31,0.0,Disambiguate [[Chukchi]] to [[Chukchi people]] using [[:en:Wikipedia:Tools/Navigation_popups|popups]],1.0,327869348,,,YUL89YYZ
Zashiversk,2010-12-31,0.0,Undid revision 398080756 by [[Special:Contributions/76.164.144.74|76.164.144.74]] ([[User talk:76.164.144.74|talk]])revert test edit,0.0,398126299,,,Dankarl
Zashiversk,2011-12-31,0.0,/* Decline */fixed dab link [[Yakut]] using [[Project:AWB|AWB]],1.0,464116299,,,PhnomPencil
Zashiversk,2012-12-31,0.0,removed [[Category:Sakha Republic]]; added [[Category:Geography of the Sakha Republic]] using [[WP:HC|HotCat]],0.0,501178866,,,Jllm06
Zashiversk,2013-12-31,0.0,"deadlink fix: content removed from google cache, found on web archive",1.0,568981864,,,RotlinkBot
Zashiversk,2014-12-31,0.0,picture+,0.0,622169195,,,Ghirlandajo
Zashiversk,2015-12-31,0.0,/* Modern studies */replaced: open air → open-air (2) using [[Project:AWB|AWB]],1.0,668232087,,,Chris the speller
Sculptor Galaxy,2004-12-31,0.0,remove from redundant category,1.0,9871047,,,Aranel
Sculptor Galaxy,2005-12-31,0.0,,1.0,31377569,,,Hurricane Devon
Sculptor Galaxy,2006-12-31,1.0,,0.0,97370046,,,70.121.182.165
Sculptor Galaxy,2007-12-31,0.0,robot  Adding: [[it:NGC 253]],1.0,169345952,,,VolkovBot
Sculptor Galaxy,2008-12-31,0.0,Updating page numbers after [[Template_talk:Cite_book#Ready_to_go|recent improvement]] to [[Template:Cite book]]. Added: page.,1.0,257747257,,,Citation bot
Sculptor Galaxy,2009-12-31,0.0,,0.0,312563014,,,Lars Lindberg Christensen
Sculptor Galaxy,2010-12-31,0.0,add names to lede; move layout-obstructing images to Gallery; correct position of SN 1940E; ce; minor clean-up; add WikiSky,0.0,400502704,,,Elphion
Sculptor Galaxy,2011-12-31,0.0,"[Pu408]Add: last2, last3, last4, last5.",1.0,453857265,,,Citation bot 1
Sculptor Galaxy,2012-12-31,0.0,/* External links */,0.0,526589059,,,Fotaun
Sculptor Galaxy,2013-12-31,0.0,"rm pointless IN POP CULT mention, other touchups as necessary",0.0,582286020,,,DragonflySixtyseven
Sculptor Galaxy,2014-12-31,0.0,Replaced deprecated cite template parameters (year & month -> date) using [[Project:AWB|AWB]],1.0,636314623,,,Tom.Reding
Sculptor Galaxy,2015-12-31,1.0,/* External links */,0.0,691942831,,,2605:E000:141B:13A:ED03:AFBB:D714:D79D
Valea Celții River,2007-12-31,0.0,,0.0,177251525,,,Afil
Valea Celții River,2008-12-31,0.0,Adding geodata: {{coord missing|Romania}},0.0,244482812,,,The Anomebot2
Valea Celții River,2009-12-31,0.0,Migrate to geoboxes 2,1.0,323041338,,,SmackBot
Valea Celții River,2010-12-31,0.0,robot Modifying: [[ro:Râul Valea Celții]],1.0,366011488,,,ArthurBot
Valea Celții River,2011-12-31,,,,548607800,,,
Valea Celții River,2012-12-31,,,,548607800,,,
Valea Celții River,2013-12-31,0.0,"Bot: Migrating 1 langlinks, now provided by Wikidata on [[d:Q4716023]]",1.0,548607800,,,EmausBot
Valea Celții River,2014-12-31,,,,654730605,,,
Valea Celții River,2015-12-31,0.0,Robot - Speedily moving category Rivers of the Mureş subbasin to [[:Category:Rivers of the Mureș subbasin]] per [[WP:CFDS|CFDS]].,1.0,654730605,,,Cydebot
Silver-throated bushtit,2012-12-31,0.0,added redirect,0.0,490462316,,,Pvmoutside
Silver-throated bushtit,2013-12-31,0.0,,0.0,569508287,,,Pvmoutside
Silver-throated bushtit,2014-12-31,0.0,Spicemix moved page [[Silver-throated Bushtit]] to [[Silver-throated bushtit]]: MOS:LIFE,1.0,610643539,,,Spicemix
Xavier University Bhubaneswar,2015-12-31,0.0,"clean up, added [[CAT:UL|underlinked]] tag using [[Project:AWB|AWB]]",1.0,695224626,,,Samtar
Louis Tussaud,2006-12-31,0.0,,0.0,92614261,,,Addison0426
Louis Tussaud,2007-12-31,1.0,,0.0,172173274,,,87.112.79.167
Louis Tussaud,2008-12-31,1.0,,0.0,234220707,,,198.96.163.43
Louis Tussaud,2009-12-31,0.0,,1.0,333732323,,,Azumanga1
Louis Tussaud,2010-12-31,0.0,fixed punctuation,0.0,378330969,,,StAnselm
Louis Tussaud,2011-12-31,1.0,,0.0,459633911,,,217.39.179.133
Louis Tussaud,2012-12-31,0.0,uses dmy dates,1.0,523558405,,,1exec1
Louis Tussaud,2013-12-31,0.0,Remove stub template(s). Page is start class or higher. Also check for and do General Fixes + Checkwiki fixes using [[Project:AWB|AWB]],1.0,586328755,,,ChrisGualtieri
Louis Tussaud,2014-12-31,0.0,,0.0,624466520,,,Quizman1967
Louis Tussaud,2015-12-31,,,,707690267,,,
Joseph Ginat,2011-12-31,0.0,removing uncited claim,0.0,464235563,,,ConcernedVancouverite
Joseph Ginat,2012-12-31,0.0,Remove unicode control characters (CHECKWIKI error 16) using [[Project:AWB|AWB]] (8514),1.0,520968851,,,Magioladitis
Joseph Ginat,2013-12-31,1.0,sentence case,0.0,586662435,,,208.81.184.4
Joseph Ginat,2014-12-31,0.0,Updated Persondata,1.0,639565458,,,Periglio
Joseph Ginat,2015-12-31,0.0,"Fixing [[Wikipedia:Disambiguation pages with links|links to disambiguation pages]], replaced: [[Palestine]] → [[Palestine (region)|Palestine]] using [[Project:AWB|AWB]]",1.0,680846825,,,BD2412
Lichnowo,2009-12-31,0.0,Replacing {{IPAr|pl}} with {{IPAc-pl}} per [[User:AnomieBOT/req/Template:IPAr|request]]. Errors or discussion? Post a note [[User:AnomieBOT/shutoff/TemplateReplacer15|here]] to stop the bot.,1.0,328929685,,,AnomieBOT
Lichnowo,2010-12-31,0.0,Replacing geodata: {{coord missing|Greater Poland Voivodeship}},0.0,356501518,,,The Anomebot2
Lichnowo,2011-12-31,,,,554419438,,,
Lichnowo,2012-12-31,,,,554419438,,,
Lichnowo,2013-12-31,0.0,Adding geodata: {{coord|52|14|47|N|18|24|33|E|region:PL_type:city_source:kolossus-plwiki|display=title}},0.0,554419438,,,The Anomebot2
I Want Your Soul,2007-12-31,0.0,/* Chart history */ peaked at #1 on ARIA club chart,1.0,178004585,,,Phildev
I Want Your Soul,2008-12-31,0.0,/* Chart history */,1.0,258560284,,,Phildev
I Want Your Soul,2009-12-31,1.0,,0.0,323525164,,,89.48.149.113
I Want Your Soul,2010-12-31,0.0,,1.0,381998529,,,Champiness
I Want Your Soul,2011-12-31,0.0,Next single,0.0,460766491,,,Macaronlover
I Want Your Soul,2012-12-31,0.0,changed {{Unreferenced}} to {{Refimprove}} & [[WP:AWB/GF|general fixes]] using [[Project:AWB|AWB]] (7940),0.0,474178841,,,BattyBot
I Want Your Soul,2013-12-31,0.0,Removed MetroLyrics link; MetroLyrics page does not have LyricFind logo and has not licensed this song from LyricFind (also remove now-empty External links section),0.0,571273106,,,LyricsBot
I Want Your Soul,2014-12-31,0.0,,0.0,627322669,,,Hiddenstranger
I Want Your Soul,2015-12-31,0.0,[[WP:CHECKWIKI]] error fix.  Syntax fixes.  Do [[Wikipedia:GENFIXES|general fixes]] if a problem exists. - using [[Project:AWB|AWB]] (11700),1.0,689303279,,,BG19bot
Bolnisi inscriptions,2014-12-31,0.0,added [[Category:Kvemo Kartli]] using [[WP:HC|HotCat]],0.0,633716516,,,Ser Amantio di Nicolao
Bolnisi inscriptions,2015-12-31,0.0,,0.0,651786624,,,Jaqeli
Some Stupid with a Flare Gun,2014-12-31,0.0,fixed [[Help:CS1 errors#bad_date|CS1 errors: dates]] to meet [[MOS:DATEFORMAT]] (also [[WP:AWB/GF|General fixes]]) using [[Project:AWB|AWB]] (10471),1.0,630485090,,,BattyBot
Tamil Mirror,2012-12-31,0.0,/* External links */ cats + temp,0.0,518911659,,,Obi2canibe
Tamil Mirror,2013-12-31,0.0,Adding/removing wikilink(s),0.0,586206792,,,Obi2canibe
Tamil Mirror,2014-12-31,1.0,,0.0,635876162,,,220.247.200.243
David Womark,2014-12-31,0.0,Undid revision 623475695 by [[Special:Contributions/76.169.36.85|76.169.36.85]] ([[User talk:76.169.36.85|talk]]) copyvio of imdb,0.0,623477717,,,David Eppstein
David Womark,2015-12-31,0.0,embed {{Authority control}} with wikidata information,0.0,668354219,,,KasparBot
Gmina Zakroczym,2008-12-31,0.0,bot: standardizing,0.0,246460995,,,Kotbot
Gmina Zakroczym,2009-12-31,0.0,robot Modifying: [[ru:Закрочим (гмина)]],1.0,321694008,,,TinucherianBot II
Gmina Zakroczym,2010-12-31,0.0,robot Adding: [[war:Gmina Zakroczym]],1.0,378148872,,,ArthurBot
Gmina Zakroczym,2011-12-31,0.0,r2.7.1) (robot Adding: [[sk:Gmina Zakroczym]],1.0,430752615,,,Sahimrobot
Gmina Zakroczym,2012-12-31,0.0,r2.7.1) (Robot: Adding [[uk:Ґміна Закрочим]],1.0,520178734,,,ZéroBot
Gmina Zakroczym,2013-12-31,0.0,"[[User:Addbot|Bot:]] Migrating 8 interwiki links, now provided by [[Wikipedia:Wikidata|Wikidata]] on [[d:q2189300]] ([[User talk:Addbot|Report Errors]])",1.0,540426073,,,Addbot
Gmina Zakroczym,2014-12-31,,,,666487295,,,
Gmina Zakroczym,2015-12-31,0.0,"cleanup (wikitables, html markup, layout, etc.)",1.0,666487295,,,Frietjes
Tadaoka Station,2008-12-31,0.0,Adding geodata: {{coord missing|Japan}},0.0,244952452,,,The Anomebot2
Tadaoka Station,2009-12-31,,,,365408348,,,
Tadaoka Station,2010-12-31,0.0,Date maintenance tags and general fixes: build 417:,1.0,365408348,,,SmackBot
Tadaoka Station,2011-12-31,0.0,Template migration per [[Wikipedia:Stub_types_for_deletion/Log/2011/May/13]],0.0,453006568,,,FSII
Tadaoka Station,2012-12-31,0.0,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/Wedensambo|Wedensambo]] ([[User talk:Wedensambo|talk]]) to last version by FSII,1.0,530653753,,,Charlesdrakew
Tadaoka Station,2013-12-31,0.0,"[[User:Addbot|Bot:]] Migrating 1 interwiki links, now provided by [[Wikipedia:Wikidata|Wikidata]] on [[d:q7674341]]",1.0,545352139,,,Addbot
Tadaoka Station,2014-12-31,,,,696406435,,,
Tadaoka Station,2015-12-31,0.0,([[WP:BOT|Bot]]; [[User:EarwigBot#Task 20|Task 20]]): Replacing {{Infobox Japan station}} with {{Infobox station}} per [[Wikipedia:Templates for discussion/Log/2015 May 9#Template:Infobox Japan station|TfD]].,1.0,696406435,,,EarwigBot
Cass Business School,2005-12-31,1.0,,0.0,33163686,,,138.40.152.109
Cass Business School,2006-12-31,0.0,"clean up, Replaced: 42th → 42nd  using [[Project:AWB|AWB]]",1.0,96936180,,,Welsh
Cass Business School,2007-12-31,0.0,,0.0,180644760,,,Ditta43
Cass Business School,2008-12-31,1.0,/* International Partners */,0.0,257930392,,,80.3.209.89
Cass Business School,2009-12-31,1.0,/* Specialist Masters Courses */,0.0,330637759,,,193.213.80.100
Cass Business School,2010-12-31,0.0,clean up per [[WP:RLR]] using [[Project:AWB|AWB]],1.0,404819952,,,Welsh
Cass Business School,2011-12-31,0.0,/* Specialist masters courses */,0.0,468654695,,,Marketparticipants
Cass Business School,2012-12-31,1.0,,0.0,529577105,,,87.186.74.48
Cass Business School,2013-12-31,0.0,Reverted 2 [[WP:AGF|good faith]] edits by [[Special:Contributions/109.144.236.217|109.144.236.217]] using [[WP:STiki|STiki]],0.0,587237400,,,DemocraticLuntz
Cass Business School,2014-12-31,1.0,inappropriate descriptions for advertising purpose,0.0,636687089,,,86.157.19.83
Cass Business School,2015-12-31,0.0,Reverted edits by [[Special:Contribs/100.6.33.5|100.6.33.5]] ([[User talk:100.6.33.5|talk]]) to last version by 103.25.14.236,1.0,696206401,,,Ohnoitsjamie
Lane,2004-12-31,0.0,/* Lane markings */,1.0,9748170,,,Coolcaesar
Lane,2005-12-31,0.0,"/* Types of lanes */ corrected misspellings and diction in 2nd bullet ""carriageway""",1.0,32731112,,,MaxHund
Lane,2006-12-31,0.0,"Added section ""Numbering of freeway lanes in California"" citing Caltrans's assignment of lane numbers",0.0,96638658,,,Dpdearing
Lane,2007-12-31,0.0,"/* Types of lanes */ add ""operational lane""",0.0,179495218,,,Noroton
Lane,2008-12-31,0.0,tweak disambig link,1.0,259174443,,,Daview
Lane,2009-12-31,0.0,/* Medians or central reservations */ wikilink,1.0,329357905,,,Verne Equinox
Lane,2010-12-31,0.0,/* References */,0.0,404769895,,,Avoid simple2
Lane,2011-12-31,0.0,/* See also */ Alphabetical & + {{multicol}},0.0,467218168,,,Peter Horn
Lane,2012-12-31,0.0,Reverted edits by [[Special:Contributions/205.125.21.89|205.125.21.89]] ([[User talk:205.125.21.89|talk]]) to last revision by ClueBot NG ([[WP:HG|HG]]),1.0,528816952,,,Vacation9
Lane,2013-12-31,0.0,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/Liz marie 1842|Liz marie 1842]] ([[User talk:Liz marie 1842|talk]]) to last version by ClueBot NG,1.0,585657460,,,Clarkcj12
Lane,2014-12-31,1.0,/* Types of lane */,0.0,639327772,,,143.100.37.25
Lane,2015-12-31,1.0,,0.0,686666941,,,212.251.226.138
Hmong Today,2012-12-31,0.0,Stub-sorting. [[Wikipedia:WikiProject_Stub_sorting|You can help!]],1.0,501047850,,,Woodshed
Hmong Today,2013-12-31,0.0,/* External links */[[WP:CHECKWIKI]] error fixes using [[Project:AWB|AWB]] (9494),1.0,574563439,,,Yobot
Hmong Today,2014-12-31,0.0,Incorporated material from duplicate article,0.0,609555964,,,Jllm06
Deviation of a local ring,2012-12-31,0.0,/* Definition */ dup word,1.0,530440235,,,Charles Matthews
Deviation of a local ring,2013-12-31,0.0,Added wl,0.0,579874636,,,Mark viking
Deviation of a local ring,2014-12-31,0.0,/* References */replace mr template with mr parameter in CS1 templates; using [[Project:AWB|AWB]],1.0,626846297,,,Trappist the monk
Deviation of a local ring,2015-12-31,0.0,,1.0,649425992,,,K9re11
Philipp Andreas Nemnich,2010-12-31,0.0,Adding Persondata using [[Project:AWB|AWB]] (7393),1.0,398143397,,,RjwilmsiBot
Philipp Andreas Nemnich,2011-12-31,,,,523668929,,,
Philipp Andreas Nemnich,2012-12-31,0.0,Added the {{[[Template:Authority control|Authority control]]}} template with VIAF number 30299659: http://viaf.org/viaf/30299659 . Please [[WP:VIAF/errors|report any errors]].,1.0,523668929,,,VIAFbot
Philipp Andreas Nemnich,2013-12-31,,,,599968704,,,
Philipp Andreas Nemnich,2014-12-31,0.0,clean up using [[Project:AWB|AWB]],1.0,599968704,,,OccultZone
Philipp Andreas Nemnich,2015-12-31,0.0,authority control moved to wikidata,0.0,659488395,,,KasparBot
Willow Creek (Columbia River),2010-12-31,0.0,"/* History */ Add main template, will expand this section later",1.0,398362870,,,Little Mountain 5
Willow Creek (Columbia River),2011-12-31,0.0,"added [[Category:Heppner, Oregon]] using [[WP:HC|HotCat]]",0.0,467608239,,,Aboutmovies
Willow Creek (Columbia River),2012-12-31,0.0,ISBNs (Build KE),1.0,491440813,,,Helpful Pixie Bot
Willow Creek (Columbia River),2013-12-31,0.0,dab [[Willow Creek Dam]] x2,1.0,573274257,,,EncMstr
Willow Creek (Columbia River),2014-12-31,,,,689096447,,,
Willow Creek (Columbia River),2015-12-31,0.0,Robot - Moving category Streams of Oregon to [[:Category:Rivers and streams of Oregon]] per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2015 October 24]].,1.0,689096447,,,Cydebot
"First Presbyterian Church (Lapwai, Idaho)",2013-12-31,0.0,Tag as only sourced to the [[National Register Information System]],0.0,582142012,,,NationalRegisterBot
"First Presbyterian Church (Lapwai, Idaho)",2014-12-31,0.0,stub sorting,1.0,610582781,,,Od Mishehu
"First Presbyterian Church (Lapwai, Idaho)",2015-12-31,0.0,Add image,0.0,667237417,,,Ipoellet
Esso Longford gas explosion,2005-12-31,0.0,fix MS Word link,0.0,32546246,,,Dcljr
Esso Longford gas explosion,2006-12-31,0.0,,0.0,79230645,,,Opal2
Esso Longford gas explosion,2007-12-31,0.0,/* External links */ updated,0.0,175599114,,,Melburnian
Esso Longford gas explosion,2008-12-31,1.0,/* Aftermath */ Natural Gas used for cooking too?,0.0,250544240,,,202.92.43.51
Esso Longford gas explosion,2009-12-31,0.0,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AWB]],1.0,334472846,,,SmackBot
Esso Longford gas explosion,2010-12-31,0.0,category sorting,0.0,402844404,,,Canley
Esso Longford gas explosion,2011-12-31,0.0,Dating maintenance tags: {{Dl}},1.0,462328389,,,AnomieBOT
Esso Longford gas explosion,2012-12-31,0.0,"Added ""Category:Disasters in Victoria (Australia)""",0.0,515446970,,,Dolphin51
Esso Longford gas explosion,2013-12-31,0.0,Help needed: [[Rupture]],0.0,578365471,,,Crown Prince
Esso Longford gas explosion,2014-12-31,0.0,,1.0,631999665,,,Thomas3500
Esso Longford gas explosion,2015-12-31,0.0,Disambiguated: [[rupture]] → [[wikt:rupture]],1.0,694047679,,,Klbrain
Sanjay's Super Team,2015-12-31,1.0,,0.0,697497194,,,68.196.135.99
Place name origins,2004-12-31,0.0,,0.0,12372647,,,Francs2000
Place name origins,2005-12-31,0.0,Fixing '''Saxon''': disambiguation link repair ([[Wikipedia:Disambiguation pages with links|You can help!]]),1.0,21173156,,,Veledan
